Data location,Date born,Date imaged,Date screened/Initial feedback,End of imaging time,Imaged Locations,Mounting Orientation,Start of imaging time,Time mounted,Time placed in scope,Unique Targets,Unique Targets with blanks,ZF female genotype,ZF male genotype,additional mRNAs injected,additional plasmids injected,additonal dye and chemicals,additonal proteins injected,dataset,date_experiment,date_mount,fish,genotype_allele_codes,genotype_base_codes,mount_id,parent_female,parent_male,roi_dir,roi_name,roi_rel,roi_tiffs,treatment_plasmid_base_codes,treatment_rna_base_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
X:\abcabc\Aang_Foundation\20251015_mem-histone,2025-10-13,2025-10-15,,,,DH,,10:00:00,,,"membrane, nuclei",ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,korra,20250513_skittles,2025-10-14,fish2,pDQM005:302,pDQM005,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish2/roi1,roi1,roi1,17,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,"histone,membrane",tdmSG(membrane)
X:\abcabc\Aang_Foundation\20251016_mem-mito,2025-10-13,2025-10-16,,,"skin, muscle",DH,,10:00:00,,,"membrane, mitochondria",ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,,,,korra,20250513_skittles,2025-10-14,fish2,pDQM082:315,pDQM082,2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish2/roi2,roi2,roi2,10,,,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,,,,"membrane,mitochondria",tdmChilada(membrane)
X:\abcabc\Aang_Foundation\20251013_mem-histone,2025-10-09,2025-10-13,,,,DH,,09:00:00,,,"membrane, nuclei",ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,korra,20250513_skittles,2025-10-13,fish3,pDQM005:301,pDQM005,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish3/roi1,roi1,roi1,72,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,"histone,membrane",tdmSG(membrane)
X:\abcabc\Korra_Foundation\20251013_mem-histone,2025-10-09,2025-10-13,,,,DH,,09:00:00,,,"membrane, nuclei",ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,korra,20250513_skittles,2025-10-13,fish3,pDQM005:301,pDQM005,2,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish3/roi2,roi2,roi2,36,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,"histone,membrane",tdmSG(membrane)
,2025-10-09,,,,,DH,,11:00:00,,,,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,korra,20250513_skittles,2025-10-10,fish3,pDQM005:301,pDQM005,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish3/roi3,roi3,roi3,36,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,membrane,tdmSG(membrane)
X:\abcabc\Korra_Foundation\20251010_mem-histone,2025-10-09,2025-10-10,,,,DH,,11:00:00,,,"membrane, nuclei",ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,korra,20250513_skittles,2025-10-10,fish3,pDQM005:301,pDQM005,2,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish3/roi4,roi4,roi4,36,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,"histone,membrane",tdmSG(membrane)
X:\abcabc\Aang_Foundation\20251010_mem-mito,2025-10-08,2025-10-10,,,,DH,,11:00:00,,,"membrane, mitochondria",ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,MGCO-28(ef1a-extended-2Xcox8A-linker-mStayGold-SV40-attb-tol2),,,korra,20250513_skittles,2025-10-09,fish4,pDQM082:315,pDQM082,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish4/roi1,roi1,roi1,38,MGCO-28,,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
,2025-10-07,,,,,DH,,11:00:00,,,,ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 310),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 317),,,,,korra,20250513_skittles,2025-10-08,fish4,pDQM034:310,pDQM034,1,ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 310),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 317),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish4/roi2,roi2,roi2,72,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
,2025-10-07,,,,,DH,,11:00:00,,,,ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),,,,,korra,20250513_skittles,2025-10-08,fish4,pDQM034:310,pDQM034,2,ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish4/roi3,roi3,roi3,36,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,mCitrine,mKOK,mKate2,mTFP1","Electra2,mCitrine,mKOK,mKate2,mTFP1",,,,,,"Electra2,mCitrine,mKOK,mKate2,mTFP1"
,2025-10-07,,,,,DH,,11:00:00,,,,casper/rnf,tdmScarlet3S2 (F1 of allele 325),,,,,korra,20250513_skittles,2025-10-08,fish5,pDQM136:325,pDQM136,3,casper/rnf,tdmScarlet3S2 (F1 of allele 325),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi1,roi1,roi1,186,,,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,,,,membrane,tdmScarlet3(membrane)
,2025-10-05,,,,,DH,,09:00:00,,,,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,,,korra,20250513_skittles,2025-10-07,fish5,pDQM005:302,pDQM005,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi2,roi2,roi2,36,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,membrane,tdmSG(membrane)
,2025-10-05,,,,,DH,,09:00:00,,,,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,,,korra,20250513_skittles,2025-10-06,fish5,pDQM005:302,pDQM005,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi3,roi3,roi3,36,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,membrane,tdmSG(membrane)
,2025-10-05,,,,,DH,,09:00:00,,,,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,,,korra,20250513_skittles,2025-10-06,fish5,pDQM005:302,pDQM005,2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi4,roi4,roi4,36,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,membrane,tdmSG(membrane)
,2025-09-30,,,,,DH,,17:00:00,,,,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,korra,20250513_skittles,2025-10-03,fish5,pDQM005:301,pDQM005,2.1,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi5,roi5,roi5,36,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,membrane,tdmSG(membrane)
,2025-09-30,,,,,DH,,17:00:00,,,,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,korra,20250513_skittles,2025-10-03,fish5,pDQM005:301,pDQM005,2.2,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi6,roi6,roi6,36,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,membrane,tdmSG(membrane)
,2025-10-01,,,,,DH,,10:00:00,,,,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,MGCO28,,,,korra,20250513_skittles,2025-10-03,fish5,pDQM082:315,pDQM082,1.1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi7,roi7,roi7,36,,MGCO-28,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
,2025-10-01,,,,,DH,,10:00:00,,,,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,MGCO28,,,,korra,20250513_skittles,2025-10-03,fish6,pDQM082:315,pDQM082,1.2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish6/roi1,roi1,roi1,36,,MGCO-28,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
,2025-10-01,,,,,DH,,12:00:00,,,,casper/rnf,tdmScarlet3S2 (F1 of allele 325),MGCO01,,,,korra,20250513_skittles,2025-10-02,fish6,pDQM136:325,pDQM136,1,casper/rnf,tdmScarlet3S2 (F1 of allele 325),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish6/roi2,roi2,roi2,36,,MGCO-01,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmScarlet3(membrane),mStayGold(mitochondria)"
,2025-10-01,,,,,DH,,12:00:00,,,,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,MGCO01,,,,korra,20250513_skittles,2025-10-02,fish6,pDQM082:315,pDQM082,2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish6/roi3,roi3,roi3,36,,MGCO-01,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
,2025-10-01,,,,,DH,,12:00:00,,,,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,MGCO28,,,,korra,20250513_skittles,2025-10-02,fish6,pDQM082:315,pDQM082,3,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish6/roi4,roi4,roi4,36,,MGCO-28,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
,2025-09-30,,,,,DH,,11:00:00,,,,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,korra,20250513_skittles,2025-10-01,fish7,pDQM005:301,pDQM005,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish7/roi1_ear_brain,roi1_ear_brain,roi1_ear_brain,72,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,membrane,tdmSG(membrane)
X:\abcabc\Aang_Foundation\20251001_mem-histone,2025-09-30,2025-10-01,,,"skin, spinal_cord, muscle",DH,,11:00:00,,,,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,korra,20250513_skittles,2025-10-01,fish7,pDQM005:301,pDQM005,2,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish7/roi2_brain,roi2_brain,roi2_brain,36,,,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,"histone,membrane",tdmSG(membrane)
X:\abcabc\Aang_Foundation\20250926_mem-mito,2025-09-24,2025-09-26,,,"skin, spinal_cord, hindbrain, brain, muscle",DH,,09:00:00,,,,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),2xCox8A:mSG,,,,korra,20250513_skittles,2025-09-26,fish8,pDQM082:315,pDQM082,1,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish8/roi1,roi1,roi1,48,,MGCO-01,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
X:\abcabc\Aang_Foundation\20250925_mem-mito,2025-09-23,2025-09-25,,,"skin, spinal_cord, hindbrain, brain, muscle",DH,,09:00:00,,,,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),2xCox8A:mSG,,,,korra,20250513_skittles,2025-09-25,fish9,Swinburne:Swinburne,Swinburne,2,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish9/roi1,roi1,roi1,180,,MGCO-01,,,,,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria",mStayGold(mitochondria)
X:\abcabc\Aang_Foundation\20250924_mem-mito,2025-09-23,2025-09-24,,,"skin, spinal_cord, hindbrain, brain, muscle",DH,,10:00:00,,,,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),2xCox8A:mSG,,,,korra,20250520_mem_histone,2025-09-24,fish2,Swinburne:Swinburne,Swinburne,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),/clusterfs/vast/abcabc/Korra_Foundation/20250520_mem_histone/fish2/roi1,roi1,roi1,2048,,MGCO-01,,,,,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"histone,membrane,mitochondria",mStayGold(mitochondria)
X:\abcabc\Aang_Foundation\20250922_mem-mito,2025-09-19,2025-09-22,,,"skin, spinal_cord, hindbrain, brain, muscle",DH,,09:00:00,,,,casper/rnf,tdmScarlet3S2 (F1 of allele 325),2xCox8A:mSG,,,,korra,20250520_mem_histone,2025-09-22,fish4,pDQM136:325,pDQM136,1,casper/rnf,tdmScarlet3S2 (F1 of allele 325),/clusterfs/vast/abcabc/Korra_Foundation/20250520_mem_histone/fish4/roi1_tailbud,roi1_tailbud,roi1_tailbud,266,,MGCO-01,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"histone,membrane,mitochondria","tdmScarlet3(membrane),mStayGold(mitochondria)"
X:\abcabc\Aang_Foundation\20250919_mem-mito,2025-09-17,2025-09-19,,,"skin, spinal_cord, hindbrain, brain, muscle",DH,,09:00:00,,,,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),2xCox8A:mSG,,,,korra,20250520_mem_histone,2025-09-19,fish4,pDQM082:315,pDQM082,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/clusterfs/vast/abcabc/Korra_Foundation/20250520_mem_histone/fish4/roi1_tailbud_2,roi1_tailbud_2,roi1_tailbud_2,1026,,MGCO-01,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"histone,membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
X:\abcabc\Aang_Foundation\20250918_mem-mito,2025-09-15,2025-09-18,,,"skin, spinal_cord, hindbrain, brain, muscle, tail",DH,,09:00:00,,,,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),2xCox8A:mSG,,,,korra,20250520_mem_histone,2025-09-18,fish5,pDQM082:315,pDQM082,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/clusterfs/vast/abcabc/Korra_Foundation/20250520_mem_histone/fish5/roi1_tailbud,roi1_tailbud,roi1_tailbud,3040,,MGCO-01,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"histone,membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
X:\abcabc\Aang_Foundation\20250917_mem-mito,2025-09-15,2025-09-17,,,"skin, spinal_cord, hindbrain, brain, muscle, tail",DH,,14:00:00,,,,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),2xCox8A:mSG,,,,korra,20250521_skittles_no-membrane,2025-09-16,fish2,pDQM082:315,pDQM082,top,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish2/roi1,roi1,roi1,60,,MGCO-01,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
X:\abcabc\Aang_Foundation\20250917_mem-mito,2025-09-15,2025-09-17,,,"skin, spinal_cord, hindbrain, brain, muscle, tail",DH,,14:00:00,,,,tdmScarlet3S2 (F1 of allele 325),tdmScarlet3S2 (F1 of allele 325),2xCox8A:mSG,,,,korra,20250521_skittles_no-membrane,2025-09-16,fish2,pDQM136:325,pDQM136,bottom,tdmScarlet3S2 (F1 of allele 325),tdmScarlet3S2 (F1 of allele 325),/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish2/roi2,roi2,roi2,20,,MGCO-01,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmScarlet3(membrane),mStayGold(mitochondria)"
X:\abcabc\Aang_Foundation\20250915_mem-mito,2025-09-12,2025-09-15,,,"skin, spinal_cord, hindbrain, brain, muscle, tail",DH,,10:00:00,,,,,ef1a:2xLynk:tdm:Halo,2xCox8A:mSG,,,,korra,20250521_skittles_no-membrane,2025-09-15,fish3,Swinburne:Swinburne,Swinburne,1,,ef1a:2xLynk:tdm:Halo,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish3/roi1,roi1,roi1,25,,MGCO-01,,,,,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria",mStayGold(mitochondria)
X:\abcabc\Aang_Foundation\20250912_mem-mito,2025-09-09,2025-09-12,,,"skin, spinal_cord, hindbrain, brain, muscle, tail",DH,,09:30:00,,,,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),2xCox8A:mSG,,,,korra,20250521_skittles_no-membrane,2025-09-12,fish4,pDQM082:315,pDQM082,2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4/roi1,roi1,roi1,30,,MGCO-01,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
X:\abcabc\Aang_Foundation\20250911_mem-mito,2025-09-09,2025-09-11,,,"skin, spinal_cord, hindbrain, brain, muscle",DH,,11:00:00,,,,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),2xCox8A:mSG,,,,korra,20250521_skittles_no-membrane,2025-09-11,fish4,pDQM082:315,pDQM082,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4/roi2,roi2,roi2,30,,MGCO-01,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
X:\abcabc\Aang_Foundation\20250908_mem-mito,2025-09-09,2025-09-10,,,"skin, spinal_cord, hindbrain, brain, muscle",DH,,11:00:00,,,"csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),2xCox8A:mSG,,,,korra,20250522_skittlez,2025-09-10,fish1,pDQM082:315,pDQM082,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish1/roi1,roi1,roi1,72,,MGCO-01,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
,2025-09-08,,,,,DH,,11:00:00,,,,,,,,,,korra,20250522_skittlez,2025-09-09,fish1,,,1,,,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish1/roi2,roi2,roi2,72,,,,,,,,,,,,
,2025-09-08,,,,,DH,,11:00:00,,,,,,,,,,korra,20250522_skittlez,2025-09-09,fish2,,,2,,,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi1,roi1,roi1,72,,,,,,,,,,,,
X:\abcabc\Aang_Foundation\20250908_mem-mito,2025-09-05,2025-09-08,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",DH,,11:00:00,,,Mitochondria,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,2xCox8A:mSG,,,,korra,20250522_skittlez,2025-09-08,fish2,pDQM082:315,pDQM082,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi2,roi2,roi2,72,,MGCO-01,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","tdmChilada(membrane),mStayGold(mitochondria)"
,2025-09-02,,low SNR,,,DH,,11:00:00,,,,casper/rnf,mem:tdmChilada,HC-9 Lifeact:mStayGold,,,,korra,20250522_skittlez,2025-09-05,fish3,pDQM082:315,pDQM082,1,casper/rnf,mem:tdmChilada,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi1,roi1,roi1,72,,HC-9,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","tdmChilada(membrane),mStayGold(actin)"
