date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,date_mount,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Time mounted,Mounting Orientation,Date screened/Initial feedback,Date imaged,Time placed in scope,Start of imaging time,End of imaging time,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location
20250521_skittles_no-membrane,fish2,roi2,roi2,20,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish2/roi2,korra,2025-09-16,bottom,tdmScarlet3S2 (F1 of allele 325),tdmScarlet3S2 (F1 of allele 325),,2xCox8A:mSG,,,2025-09-15,14:00:00,DH,,2025-09-17,,,,"skin, spinal_cord, hindbrain, brain, muscle, tail",,,X:\abcabc\Aang_Foundation\20250917_mem-mito
20250521_skittles_no-membrane,fish3,roi1,roi1,25,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish3/roi1,korra,2025-09-15,1,,ef1a:2xLynk:tdm:Halo,,2xCox8A:mSG,,,2025-09-12,10:00:00,DH,,2025-09-15,,,,"skin, spinal_cord, hindbrain, brain, muscle, tail",,,X:\abcabc\Aang_Foundation\20250915_mem-mito
20250521_skittles_no-membrane,fish4,roi1,roi1,30,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4/roi1,korra,2025-09-12,2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,09:30:00,DH,,2025-09-12,,,,"skin, spinal_cord, hindbrain, brain, muscle, tail",,,X:\abcabc\Aang_Foundation\20250912_mem-mito
20250521_skittles_no-membrane,fish4,roi2,roi2,30,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4/roi2,korra,2025-09-11,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-11,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250911_mem-mito
20250522_skittlez,fish1,roi1,roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish1/roi1,korra,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito
20250522_skittlez,fish1,roi2,roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish1/roi2,korra,2025-09-09,1,,,,,,,2025-09-08,11:00:00,DH,,,,,,,,,
20250522_skittlez,fish2,roi1,roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi1,korra,2025-09-09,2,,,,,,,2025-09-08,11:00:00,DH,,,,,,,,,
20250522_skittlez,fish2,roi2,roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi2,korra,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito
20250522_skittlez,fish3,roi1,roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi1,korra,2025-09-05,1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,11:00:00,DH,low SNR,,,,,,,,
20250522_skittlez,fish3,roi2,roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi2,korra,2025-09-05,2,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,11:00:00,DH,,2025-09-05,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250905_lifeact-mSG
20250522_skittlez,fish3,roi3,roi3,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi3,korra,2025-09-04,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,,2025-09-03,11:00:00,DH,,2025-09-04,,,,"skin, spinal_cord, hindbrain, brain, muscle",,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG
20250522_skittlez,fish4,roi1,roi1,36,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish4/roi1,korra,2025-09-03,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,,2025-09-02,09:00:00,DH,,,,,,,,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG
20250522_skittlez,fish4,roi2,roi2,36,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish4/roi2,korra,2025-09-03,2025-W36-2,casper/rnf,tandem mem:mStayGold,,HC-2 2:NLS-mScarlet3,,,2025-09-02,09:00:00,DH,,,,,,,"casper/pIGLET 14a,1 tank started,488",,
20250522_skittlez,fish5,roi1,roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish5/roi1,korra,2025-08-29,2025-W35-7,csp/pIGLET 14a,csp/pIGLET 14a,MGCO34(lifeact-mStayGold),,,,2025-08-26,09:00:00,DH,good,2025-08-29,,,,,,,X:\abcabc\Janelia_Fish\20250903_lifeact-mSG
20250522_skittlez,fish6,roi1,roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish6/roi1,korra,2025-08-28,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,,2025-08-27,09:00:00,DH,,2025-08-28,,,,"skin, spinal_cord, hindbrain, brain, muscle","Actin,csp,male #1 founder (good percentage ++, multiple alleles),560",,X:\abcabc\Aang_Foundation\20250828_mem_actin
20250522_skittlez,fish6,roi2,roi2,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish6/roi2,korra,2025-08-27,2025-W35-3,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,,2025-08-25,09:00:00,DH,,2025-08-27,,,,"skin, spinal_cord, hindbrain, brain, muscle","Actin,csp,male #1 founder (good percentage ++, multiple alleles),560","Actin,csp,male #1 founder (good percentage ++, multiple alleles),560",X:\abcabc\Aang_Foundation\20250827_mem_actin
20250522_skittlez,fish7,roi1,roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi1,korra,2025-08-26,,casper/rnf,tdmScarlet3S2 (F2 of allele 325),,2xCox8A:mSG,,,2025-08-25,,,no green signal,2025-08-26,,,,,Mitochondria,Mitochondria,
20250522_skittlez,fish7,roi2,roi2,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi2,korra,2025-08-26,,casper/rnf,tdmScarlet3S2 (F2 of allele 325),,mSG:alpha-tub,,,2025-08-25,,,no green signal,2025-08-26,,,,,Microtubules,Microtubules,
20250522_skittlez,fish7,roi3,roi3,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi3,korra,2025-08-26,,casper/rnf,mem:tdmChilada,,2xCox8A:mSG,,,2025-08-25,,,no green signal,2025-08-26,,,,,Mitochondria,Mitochondria,
20250522_skittlez,fish8,roi1,roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi1,korra,2025-08-26,,casper/rnf,mem:tdmChilada,,Lifeact:mSG,,,2025-08-25,,DH,,2025-08-26,,,,"skin, spinal_cord, hindbrain, brain, muscle",Actin,Actin,X:\abcabc\Aang_Foundation\20250826_mem_actin
20250522_skittlez,fish8,roi2,roi2,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi2,korra,2025-08-25,,casper/rnf,casper/rnf,ef1a-extended:2xCox8A:mStayGold,,,,2025-08-22,,,,2025-08-25,,,,,Mitochondria,Mitochondria,X:\abcabc\Exploratory_fish\20250825_mgco28_mito-mSG
20250522_skittlez,fish8,roi3,roi3,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi3,korra,2025-08-25,,casper/rnf,tandem mem:mStayGold; tdmChilada:Histone,,,,,2025-08-22,,,,2025-08-25,,,,,"csp,1 tank started,488,560","csp,1 tank started,488,560",X:\abcabc\Exploratory_fish\20250825_pqdm065_mem-histone
20250522_skittlez,fish9,roi1,roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish9/roi1,korra,2025-08-25,,casper/rnf,tandem mem:mStayGold; tdmChilada(MAGPV):Histone,,,,,2025-08-22,,,,2025-08-25,,,,,"csp,488,560","csp,488,560",X:\abcabc\Exploratory_fish\20250825_pqdm094_mem-histone
20250523_mem_histone,fish1,roi1,roi1,4000,/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish1/roi1,korra,2025-08-25,,casper/rnf,casper/rnf,ef1a-extended:mStayGold:sec61b,,,,2025-08-22,,,,2025-08-25,,,,,ER,ER,X:\abcabc\Exploratory_fish\20250825_mgco29_er-msg
20250523_mem_histone,fish2,roi1,roi1,8600,/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish2/roi1,korra,2025-08-22,,casper/rnf,mem:tdmChilada,,2xCox8A:mSG,,,2025-08-20,,,,2025-08-22,,,2025-08-23 00:00:00,"skin, spinal_cord, hindbrain, muscle, blood vessel",Mitochondria,Mitochondria,X:\abcabc\Aang_Foundation\20250821_mem_mito
20250523_mem_histone,fish3,roi1,roi1,4000,/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish3/roi1,korra,2025-08-22,,casper/rnf,casper/rnf,ef1a:mCardinal (iCodon),,,,2025-08-19,,,,2025-08-22,,,,,,,X:\abcabc\Exploratory_fish\20250822_PDQM145
20250523_mem_histone,fish4,roi1,roi1,4000,/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish4/roi1,korra,2025-08-21,,casper/rnf,mem:tdmChilada,,2xCox8A:mSG,,,2025-08-20,,,,2025-08-21,,,2025-08-22 00:00:00,"skin, spinal_cord, hindbrain, brain",Mitochondria,Mitochondria,X:\abcabc\Aang_Foundation\20250821_mem_mito
20250523_mem_histone,fish5,roi1,roi1,7900,/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish5/roi1,korra,2025-08-21,,casper/rnf,mem:tdmChilada,,mSG:MYH10,,,2025-08-20,,,no green signal,2025-08-21,,,,,Myosin,Myosin,
20250528_mem-histone,fish1,roi1_spine,roi1_spine,3192,/clusterfs/vast/abcabc/Korra_Foundation/20250528_mem-histone/fish1/roi1_spine,korra,2025-08-21,,tandem mem:mStayGold,tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-08-18,,,,,,,,,"casper/pIGLET 14a,1 tank started,488,csp,male #1,560","casper/pIGLET 14a,1 tank started,488,csp,male #1,560",
20250528_mem-histone,fish2,roi1_brain,roi1_brain,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250528_mem-histone/fish2/roi1_brain,korra,2025-08-21,,csp/pIGLET 14a,csp/pIGLET 14a,ef1a-extended:alphatubulin:mStayGold,,,,,,,,2025-08-21,,,,,,,X:\abcabc\Janelia_Fish\20250821_tubulin-mSG
20250528_mem-histone,fish3,roi2_spine,roi2_spine,5642,/clusterfs/vast/abcabc/Korra_Foundation/20250528_mem-histone/fish3/roi2_spine,korra,2025-08-20,,casper/rnf,mem:tdmChilada,,2xCox8A:mSG,,,2025-08-18,,DH,,2025-08-20,,,,"skin, muscle, spinal_cord, hindbrain, tail",Mitochondria,Mitochondria,X:\abcabc\Aang_Foundation\20250819_mem_mito
20250528_skittlez,fish1,roi1,roi1,24,/clusterfs/vast/abcabc/Korra_Foundation/20250528_skittlez/fish1/roi1,korra,2025-08-19,,casper/rnf,mem:tdmChilada,,2xCox8A:mSG,,,2025-08-18,,DH,,2025-08-19,,,,,Mitochondria,Mitochondria,X:\abcabc\Aang_Foundation\20250819_mem_mito
20250528_skittlez,fish1,roi2,roi2,24,/clusterfs/vast/abcabc/Korra_Foundation/20250528_skittlez/fish1/roi2,korra,2025-08-19,,casper/rnf,mem:tdmChilada,,mSG:sec61b,,,2025-08-18,,DH,,2025-08-19,,,,"skin, muscle, spinal_cord, hindbrain",ER,ER,X:\abcabc\Aang_Foundation\20250819_mem_ER
20250529_skittlez,fish10_roi1,fish10_roi1,fish10_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish10_roi1,korra,2025-08-18,,tandem mem:mStayGold,tandem mem:mStayGold,ef1a:mCardinal (iCodon),,,,2025-08-15,,DH,,,,,,,"casper/pIGLET 14a,1 tank started,488","casper/pIGLET 14a,1 tank started,488",
20250529_skittlez,fish11_roi1_eye,fish11_roi1_eye,fish11_roi1_eye,18,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish11_roi1_eye,korra,2025-08-18,,tandem mem:mStayGold,tandem mem:mStayGold,ef1a:linker:mKate2:linker-attB,,,,2025-08-15,,DH,,,,,,,"casper/pIGLET 14a,1 tank started,488,cytosol","casper/pIGLET 14a,1 tank started,488,cytosol",
20250529_skittlez,fish11_roi1_eye_2,fish11_roi1_eye_2,fish11_roi1_eye_2,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish11_roi1_eye_2,korra,2025-08-15,,csp/pIGLET 14a,csp/pIGLET 14a,ef1a-extended:LAMP1:mStayGold,,,,,,,,,,,,,,,
20250529_skittlez,fish12_roi1,fish12_roi1,fish12_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish12_roi1,korra,2025-08-15,,casper/rnf,tdmScarlet3S2 (F2 of allele 325),,,,,2025-08-14,,,,,,,,,,,
20250529_skittlez,fish13_roi1,fish13_roi1,fish13_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish13_roi1,korra,2025-08-14,,casper/rnf,casper/rnf,ef1a-extended:mScarlet3S2:sec61b,,,,,,,,,,,,,,,
20250529_skittlez,fish14_roi1,fish14_roi1,fish14_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish14_roi1,korra,2025-08-14,,casper/rnf,casper/rnf,ef1a-extended:2xCox8A:mScarlet3S2,,,,,,,,,,,,,,,
20250529_skittlez,fish14_roi2,fish14_roi2,fish14_roi2,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish14_roi2,korra,2025-08-14,,ef1a:2xLynk:tdm:mHalo,ef1a:2xLynk:tdm:mHalo,,TGN:mSG,,JF635,,,,,,,,,,,,
20250529_skittlez,fish14_roi3,fish14_roi3,fish14_roi3,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish14_roi3,korra,2025-08-14,,ef1a:2xLynk:tdm:mHalo,ef1a:2xLynk:tdm:mHalo,,LAMP1:mSG,,JF635,,,,,,,,,,,,
20250529_skittlez,fish15_roi1,fish15_roi1,fish15_roi1,144,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish15_roi1,korra,2025-08-14,,ef1a:2xLynk:tdm:mHalo,ef1a:2xLynk:tdm:mHalo,,mSG:alpha-tub,,JF635,,,,,,,,,,,,
20250529_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish1_roi1,korra,2025-08-13,,tandem mem:mStayGold,tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-08-11,,,,,,,,,"casper/pIGLET 14a,1 tank started,488,csp,male #1,560","casper/pIGLET 14a,1 tank started,488,csp,male #1,560",
20250529_skittlez,fish1_roi2,fish1_roi2,fish1_roi2,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish1_roi2,korra,2025-08-12,,tandem mem:mStayGold,tandem mem:mStayGold,,2xCox8A:mScarlet3S2,,,,,,,,,,,,"casper/pIGLET 14a,1 tank started,488,Mitochondria","casper/pIGLET 14a,1 tank started,488,Mitochondria",9
20250529_skittlez,fish1_roi3,fish1_roi3,fish1_roi3,48,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish1_roi3,korra,2025-08-12,,tandem mem:mStayGold,tandem mem:mStayGold,,mScarlet3S2:sec61b,,,,,,,,,,,,,,
20250529_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish2_roi1,korra,2025-08-11,,tandem mem:mStayGold,tandem mem:mStayGold,ef1a:E2Crimson (iCodon),,,,,,,,,,,,,"casper/pIGLET 14a,1 tank started,488","casper/pIGLET 14a,1 tank started,488",
20250529_skittlez,fish2_roi2,fish2_roi2,fish2_roi2,90,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish2_roi2,korra,2025-08-11,,tandem mem:mStayGold,tandem mem:mStayGold,ef1a:mCardinal (iCodon),,,,,,,,,,,,,,,
20250529_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish4_roi1,korra,2025-08-08,,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-08-07,,DT,,2025-08-08,,,,"skin, muscle, spinal_cord, hindbrain",Mitochondria,Mitochondria,X:\abcabc\Aang_Foundation\20250808_mem_organelle
20250529_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish5_roi1,korra,2025-08-08,,membrane mChilada,membrane mChilada,,LAMP1:mSG,,,2025-08-07,,DT,,2025-08-08,,,,"skin, muscle, spinal_cord, hindbrain",Lysosomes,Lysosomes,X:\abcabc\Aang_Foundation\20250808_mem_organelle
20250529_skittlez,fish5_roi2,fish5_roi2,fish5_roi2,120,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish5_roi2,korra,2025-08-07,,heatshock PhiC,heatshock PhiC,ef1a-extended:TNG46:mStayGold,,,,,,,,,,,,,,,
20250529_skittlez,fish6_roi1,fish6_roi1,fish6_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish6_roi1,korra,2025-08-07,,heatshock PhiC,heatshock PhiC,ef1a-extended:mScarlet3S2:sec61b,,,,,,,,,,,,,,,
20250529_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish7_roi1,korra,2025-08-06,,membrane Halo,membrane Halo,,Lifeact:mSG,,,2025-08-04,,,,2025-08-06,,,,"skin, muscle, spinal_cord",Actin,Actin,X:\abcabc\Aang_Foundation\20250805_lifeact_mem-halo
20250529_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish8_roi1,korra,2025-08-05,,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,,,,2025-08-04,,DT,,2025-08-05,,,,"skin, muscle, spinal_cord, hindbrain",,,X:\abcabc\Korra_Foundation\20250805_mem-histone
20250529_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish9_roi1,korra,2025-08-05,,membrane Halo,membrane Halo,,2xCox8A:mSG,,,2025-08-04,,,,2025-08-05,,,,"skin, muscle, spinal_cord",Mitochondria,Mitochondria,X:\abcabc\Aang_Foundation\20250805_mito_mem-halo
20250529_skittlez,fish9_roi2,fish9_roi2,fish9_roi2,96,/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish9_roi2,korra,2025-08-04,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,tdmChilada:PCNA,,,2025-08-01,,LHDT,,2025-08-04,,,,"skin, muscle, spinal_cord, notochord, neuromast",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250801_mem-PCNA\fish3_72hpf_roi1
20250530_mem-histone,fish1_roi1,fish1_roi1,fish1_roi1,2636,/clusterfs/vast/abcabc/Korra_Foundation/20250530_mem-histone/fish1_roi1,korra,2025-08-01,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,tdmChilada:PCNA,,,2025-07-31,,DT,,2025-08-01,,,,"skin, muscle, spinal_cord, hindbrain",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250801_mem-PCNA
20250530_mem-histone,fish1_roi1-2,fish1_roi1-2,fish1_roi1-2,12200,/clusterfs/vast/abcabc/Korra_Foundation/20250530_mem-histone/fish1_roi1-2,korra,2025-07-28,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,tdmChilada:PCNA,,,2025-07-26,,,,2025-07-28,,,,"skin, muscle, spinal_cord, notochord, neuromast, hindbrain",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250728_mem-histone
20250530_mem-histone,fish2_roi1,fish2_roi1,fish2_roi1,4350,/clusterfs/vast/abcabc/Korra_Foundation/20250530_mem-histone/fish2_roi1,korra,2025-07-24,,membrane mChilada,membrane mChilada,,mSG:sec61b,,,2025-07-23,,,,2025-07-24,,,,"skin, muscle, spinal_cord, neuromast, hindbrain",ER,ER,"X:\abcabc\Korra_Foundation\20250724_mem-mchilada_er-mSG, X:\abcabc\Aang_Foundation\20250723_er-mSG_mem-mChilada"
20250602_mem,fish2_roi1,fish2_roi1,fish2_roi1,15812,/clusterfs/vast/abcabc/Korra_Foundation/20250602_mem/fish2_roi1,korra,2025-07-23,,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,,,,2025-07-23,,,,"skin, muscle, spinal_cord",ER,ER,X:\abcabc\Korra_Foundation\20250723_mem-halo_ER-mSG\fish3_48hpf
20250603_skittlez,fish10_roi1,fish10_roi1,fish10_roi1,144,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish10_roi1,korra,2025-07-22,,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,,,,2025-07-22,,,,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mem-halo_er-mSG
20250603_skittlez,fish11_roi1,fish11_roi1,fish11_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish11_roi1,korra,2025-07-22,,membrane mChilada,membrane mChilada,,2xCox8A:mSG,,,2025-07-21,,,,2025-07-22,,,,"skin, muscle, spinal_cord",,,X:\abcabc\Aang_Foundation\20250722_mrna_mito-mSG_mem-mChilada
20250603_skittlez,fish12_roi1,fish12_roi1,fish12_roi1,192,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish12_roi1,korra,2025-07-17,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a-extended:2xCox8A:mScarlet3S2,ef1a-extended:Halo:sec61b,,JF 635,2025-07-14,,,,2025-07-17,,,,"skin, muscle, spinal_cord, notochord, neuromast",Mitochondria,Mitochondria,X:\abcabc\Korra_Foundation\20250715_mem_organelle
20250603_skittlez,fish13_roi1,fish13_roi1,fish13_roi1,96,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish13_roi1,korra,2025-07-16,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a-extended:2xCox8A:mScarlet3S2,ef1a-extended:Halo:sec61b,,JF 635,2025-07-14,,,,2025-07-16,,,,"brain, skin, muscle, hindbrain, spinal_cord",Mitochondria,Mitochondria,X:\abcabc\Korra_Foundation\20250715_mem_organelle
20250603_skittlez,fish14_roi1,fish14_roi1,fish14_roi1,240,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish14_roi1,korra,2025-07-15,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a-extended:2xCox8A:mScarlet3S2,ef1a-extended:Halo:sec61b,,JF 635,2025-07-14,,,,2025-07-15,,,,"brain, skin, muscle, hindbrain, spinal_cord",Mitochondria,Mitochondria,X:\abcabc\Korra_Foundation\20250715_mem_organelle
20250603_skittlez,fish15_roi1,fish15_roi1,fish15_roi1,168,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish15_roi1,korra,2025-07-15,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a-extended:2xCox8A:Halo,ef1a-extended:mScarlet3S2:sec61b,,JF 635,2025-07-14,,,,2025-07-15,,,,"brain, skin, muscle, hindbrain, spinal_cord",Mitochondria,Mitochondria,X:\abcabc\Korra_Foundation\20250715_mem_organelle
20250603_skittlez,fish16_roi1,fish16_roi1,fish16_roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish16_roi1,korra,2025-06-27,,Jim (F2 of allele 316),Ben (F2 of allele 310),,"phiC-NLS, 2xLynk:mSG",,,2025-06-26,,,,2025-06-27,skittlez x 10,,,"brain, skin, muscle, hindbrain, spinal_cord",",membrane",membrane,X:\abcabc\Korra_Foundation\20250627_skittlez and 20250625_skittlez
20250603_skittlez,fish1_roi1_1,fish1_roi1_1,fish1_roi1_1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish1_roi1_1,korra,2025-06-26,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-24,,VHUHE,,2025-06-26,,,,"brain, skin, muscle, hindbrain",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250626_mem-histone\fish1_48hpf_brain
20250603_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,6,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish2_roi1,korra,2025-06-26,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,2025-06-24,,DT,,2025-06-26,,,,"hindbrain, spinal_cord, skin, muscle, tail, blood vessel",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250626_mem-histone\fish3_48hpf_hindbrain-to-tail
20250603_skittlez,fish2_roi1_1,fish2_roi1_1,fish2_roi1_1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish2_roi1_1,korra,2025-06-25,,Ben (F2 of allele 310),Abe (F2 of allele 309),,"phiC-NLS, 2xLynk:mSG","this cross is high in 514, which causes difficulty for mSG channel",,2025-06-24,,,,2025-06-25,skittlez x 10,,,"hindbrain, brain, spinal_cord, skin, muscle",",membrane",membrane,X:\abcabc\Korra_Foundation\20250624_skittlez_Chris_x_Liam
20250603_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish3_roi1,korra,2025-06-24,,Ken (F2 of allele 320),Isaac (F2 of allele 314),,"phiC-NLS, 2xLynk:mSG",,,2025-06-23,,,,2025-06-24,skittlez x 4,,,"hindbrain, brain, spinal_cord, skin",",membrane",membrane,X:\abcabc\Korra_Foundation\20250624_skittlez_Issac_x_Ken
