roi_dir,date_experiment,date_mount,parent_female,parent_male,genotype_base_codes,genotype_allele_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi4,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi5,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish2_72hpf_roi1,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish2_72hpf_roi2,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish2_72hpf_roi3,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi1,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi2,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi3,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi4,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi5,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi6,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi7,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish5_72hpf_roi1,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish5_72hpf_roi2,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250915_mem-mito/fish5_72hpf_roi3,20250915_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish1_48hpf_roi1,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish1_48hpf_roi2,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish2_48hpf_roi1,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish2_48hpf_roi2,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi1,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi2,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi3,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi4,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi1,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi2,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi3,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi4,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi5,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi6,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi1,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi2,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi3,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi4,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi5,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish6_48hpf_roi1,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250917_mem-mito/fish6_48hpf_roi2,20250917_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi1,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi2,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi3,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi4,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi5,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi6,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi1,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi2,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi3,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi4,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi1,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi10,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi11,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi2,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi3,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi4,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi5,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi6,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi7,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi8,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi9,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi1,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi2,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi3,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi4,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250918_mem-mito/fish6_72hpf_roi1,20250918_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi1,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi2,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi3,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi1,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi2,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi3,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi1,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi2,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi3,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi1,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi2,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi3,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi4,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi1,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi2,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi3,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi4,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi5,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi1,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi2,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi3,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi4,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250919_mem-mito/fish8_24hpf_roi5,20250919_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi1,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi2,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi3,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi4,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi5,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi6,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi7,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish1_72hpf_roi8,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi1,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi2,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi3,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish2_72hpf_roi4,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish4_72hpf_roi1,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi1,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi2,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi3,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250922_mem-mito/fish5_72hpf_roi4,20250922_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi1,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi2,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi3,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi4,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi5,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish1_24hpf_roi6,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi1,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish2_24hpf_roi2,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi1_test,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi3,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi4,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi5,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi6,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish3_24hpf_roi7,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi1,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi2,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250924_mem-mito/fish4_24hpf_roi3,20250924_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi1,20250925_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi2,20250925_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish1_48hpf_roi3,20250925_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi1,20250925_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi2,20250925_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi3,20250925_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250925_mem-mito/fish3_48hpf_roi4,20250925_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi1,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi2,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi3,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish1_48hpf_roi4,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi1,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi2,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi3,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish2_48hpf_roi4,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish3_48hpf_roi1,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish3_48hpf_roi2,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish3_48hpf_roi3,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish3_48hpf_roi4,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish_48hpf_roi1,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish_48hpf_roi2,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish_48hpf_roi3,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20250926_mem-mito/fish_48hpf_roi4,20250926_mem-mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish1_24hpf_roi1,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish1_24hpf_roi2,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish2_24hpf_roi1,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish2_24hpf_roi2,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish2_24hpf_roi3,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish4_24hpf_roi1,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish4_24hpf_roi2,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish5_24hpf_roi1,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish5_24hpf_roi2,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish5_24hpf_roi3,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251001_mem-histone/fish5_24hpf_roi4,20251001_mem-histone,,,,,,,,,,,,,,,,"histone,membrane",
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish10_24hpf_roi1,20251002_mem_mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish10_24hpf_roi2,20251002_mem_mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish11_24hpf_roi1,20251002_mem_mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish11_24hpf_roi2,20251002_mem_mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish11_24hpf_roi3,20251002_mem_mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish12_24hpf_roi1,20251002_mem_mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish12_24hpf_roi2,20251002_mem_mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish12_24hpf_roi3,20251002_mem_mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish12_24hpf_roi4,20251002_mem_mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
/clusterfs/vast/abcabc/Aang_Foundation/20251002_mem_mito/fish1_24hpf_roi1,20251002_mem_mito,,,,,,,,,,,,,,,,"membrane,mitochondria",
